experiment_name,pred_dir,image_count,category_count,valid_predictions,unmatched_predictions,model_id,box_threshold,text_threshold,inference_mode,nms_iou_threshold,post_score_cutoff,AP,AP50,AP75,AP_small,AP_medium,AP_large,AR1,AR10,AR100,AR_small,AR_medium,AR_large
tiny100_perclass_nms_t025,outputs/coco_subset_100_tiny_perclass_nms_t025,100,20,2711,0,IDEA-Research/grounding-dino-tiny,0.25,0.25,per_class,0.5,,0.23546651864645557,0.28322167068296833,0.26685996443292115,0.1709998536072299,0.313433529315123,0.4485950279562019,0.413126413392229,0.5223896982073135,0.5229131639112847,0.246927302972471,0.5148128806029749,0.8354290807231983
