experiment_name,pred_dir,image_count,category_count,valid_predictions,unmatched_predictions,model_id,box_threshold,text_threshold,inference_mode,nms_iou_threshold,post_score_cutoff,AP,AP50,AP75,AP_small,AP_medium,AP_large,AR1,AR10,AR100,AR_small,AR_medium,AR_large
tiny100_multi_t025,outputs/coco_subset_100_tiny_t025,100,20,816,118,IDEA-Research/grounding-dino-tiny,0.25,0.25,multi_class,,,0.19702006681947434,0.2681183289795857,0.2081031788760061,0.08174300397861049,0.19021725288218783,0.39450347239739303,0.2441423525972149,0.31328364979652895,0.3141595176110249,0.12230430509672853,0.34649735033775914,0.4786643748408454
